IP,NETNAME,ORGANIZATION,COUNTRY,DNS RESOLVE
157.55.56.0-157.55.56.255 (157.55.56.216),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.217),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.218),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.219),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.220),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.221),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.222),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.223),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.224),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.225),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.226),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.227),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.228),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.229),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.230),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.231),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.232),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.233),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.234),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.235),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.236),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.237),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.238),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.239),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.240),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.241),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.242),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.243),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.244),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.245),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.246),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.247),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.248),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.249),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.250),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.251),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.252),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.253),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.56.0-157.55.56.255 (157.55.56.254),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.129.21,MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.1),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.2),MSFT-GFS,Microsoft Corporation (MSFT),US,po33-797.bl2-6gmr-mms-1a.ntwk.msn.net
157.55.130.0-157.55.130.255 (157.55.130.3),MSFT-GFS,Microsoft Corporation (MSFT),US,po33-797.bl2-6gmr-mms-1b.ntwk.msn.net
157.55.130.0-157.55.130.255 (157.55.130.4),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.5),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.6),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.7),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.8),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.9),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.10),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.11),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.12),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.13),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.14),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.15),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.16),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.17),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.18),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.19),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.20),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.21),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.22),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.23),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.24),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.25),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.26),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.27),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.28),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.29),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.30),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.31),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.32),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.33),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.34),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.35),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.36),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.37),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.38),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.39),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.40),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.41),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.42),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.43),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.44),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.45),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.46),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.47),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.48),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.49),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.50),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.51),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.52),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.53),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.54),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.55),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.56),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.57),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.58),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.59),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.60),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.61),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.62),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.63),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.64),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.65),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.66),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.67),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.68),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.69),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.70),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.71),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.72),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.73),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.74),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.75),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.76),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.77),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.78),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.79),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.80),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.81),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.82),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.83),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.84),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.85),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.86),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.87),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.88),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.89),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.90),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.91),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.92),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.93),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.94),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.95),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.96),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.97),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.98),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.99),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.100),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.101),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.102),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.103),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.104),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.105),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.106),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.107),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.108),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.109),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.110),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.111),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.112),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.113),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.114),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.115),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.116),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.117),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.118),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.119),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.120),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.121),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.122),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.123),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.124),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.125),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.126),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.127),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.128),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.129),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.130),MSFT-GFS,Microsoft Corporation (MSFT),US,po32-711.bl2-6nf-1a.ntwk.msn.net
157.55.130.0-157.55.130.255 (157.55.130.131),MSFT-GFS,Microsoft Corporation (MSFT),US,po32-711.bl2-6nf-1b.ntwk.msn.net
157.55.130.0-157.55.130.255 (157.55.130.132),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.133),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.134),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.135),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.136),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.137),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.138),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.139),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.140),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.141),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.142),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.143),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.144),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.145),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.146),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.147),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.148),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.149),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.150),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.151),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.152),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.153),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.154),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.155),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.156),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.157),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.158),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.159),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.160),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.161),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.162),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.163),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.164),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.165),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.166),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.167),MSFT-GFS,Microsoft Corporation (MSFT),US,trouterproxy.i.trouter.io
157.55.130.0-157.55.130.255 (157.55.130.168),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.169),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.170),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.171),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.172),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.173),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.174),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.175),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.176),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.177),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.178),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.179),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.180),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.181),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.182),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.183),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.184),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.185),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.186),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.187),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.188),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.189),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.190),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.191),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.192),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.193),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.194),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.195),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.196),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.197),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.198),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.199),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.200),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.201),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.202),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.203),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.204),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.205),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.206),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.207),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.208),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.209),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.210),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.211),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.212),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.213),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.214),MSFT-GFS,Microsoft Corporation (MSFT),US,
157.55.130.0-157.55.130.255 (157.55.130.215),MSFT-GFS,Microsoft Corporation (MSFT),US,
